product,metal,width,optical_code,height_40,height_70,height_110,height_200,timestamp_first,timestamp_last
carton_petit,False,99,B062018,True,True,False,False,2024-11-14 14:50:24.881791,2024-11-14 14:50:24.932485
dechet,False,94,B013059,True,False,False,False,2024-11-14 14:50:24.948826,2024-11-14 14:50:24.991278
journal,False,326,B065029,False,False,False,False,2024-11-14 14:50:25.079491,2024-11-14 14:50:25.228462
dechet,False,98,B015048,True,True,True,False,2024-11-14 14:50:25.158207,2024-11-14 14:50:25.202337
dechet,False,101,B030072,True,False,False,False,2024-11-14 14:50:25.311879,2024-11-14 14:50:25.364637
yaourt,False,86,W024009,True,False,False,False,2024-11-14 14:50:25.372659,2024-11-14 14:50:25.391374
dechet,False,214,B080021,True,True,True,True,2024-11-14 14:50:25.479637,2024-11-14 14:50:25.482227
yaourt,False,61,W045013,True,False,False,False,2024-11-14 14:50:25.593836,2024-11-14 14:50:25.614917
bouteille_t,False,65,T058130,True,False,False,False,2024-11-14 14:50:25.710638,2024-11-14 14:50:25.784425
dechet,False,102,B020041,True,True,False,False,2024-11-14 14:50:25.813293,2024-11-14 14:50:25.865054
dechet,False,114,B015092,True,True,False,False,2024-11-14 14:50:25.889217,2024-11-14 14:50:25.927353
conserve,True,96,S039005,True,True,False,False,2024-11-14 14:50:26.022544,2024-11-14 14:50:26.069471
carton_grand,False,279,B074018,True,True,True,True,2024-11-14 14:50:26.115241,2024-11-14 14:50:26.117408
conserve,True,119,S015002,True,True,False,False,2024-11-14 14:50:26.168421,2024-11-14 14:50:26.221224
dechet,False,182,B102030,True,True,True,False,2024-11-14 14:50:26.305476,2024-11-14 14:50:26.307187
journal,False,8,B043035,True,True,True,True,2024-11-14 14:50:26.393212,2024-11-14 14:50:26.559821
conserve,True,94,S023002,True,True,False,False,2024-11-14 14:50:26.470434,2024-11-14 14:50:26.515783
dechet,False,33,W030012,True,False,False,False,2024-11-14 14:50:26.558005,2024-11-14 14:50:26.588702
dechet,False,64,T024102,True,True,False,False,2024-11-14 14:50:26.618043,2024-11-14 14:50:26.652856
yaourt,False,47,W021014,True,True,False,False,2024-11-14 14:50:26.671109,2024-11-14 14:50:26.695489
bouteille_b,False,146,W010004,True,False,False,False,2024-11-14 14:50:26.775845,2024-11-14 14:50:26.799573
canette,True,71,S032004,True,True,False,False,2024-11-14 14:50:26.882683,2024-11-14 14:50:26.921266
yaourt,False,55,W048010,True,False,False,False,2024-11-14 14:50:27.003868,2024-11-14 14:50:27.034350
journal,False,226,B050069,True,True,True,True,2024-11-14 14:50:27.103974,2024-11-14 14:50:27.108938
carton_petit,False,88,B079026,True,True,False,False,2024-11-14 14:50:27.203303,2024-11-14 14:50:27.252252
dechet,False,239,B022019,False,False,False,False,2024-11-14 14:50:27.233097,2024-11-14 14:50:27.338890
yaourt,False,75,W046012,True,False,False,False,2024-11-14 14:50:27.348691,2024-11-14 14:50:27.368475
conserve,True,84,S017004,True,False,False,False,2024-11-14 14:50:27.406362,2024-11-14 14:50:27.447009
canette,True,64,S029003,True,True,False,False,2024-11-14 14:50:27.504201,2024-11-14 14:50:27.535400
bouteille_b,False,93,W007004,True,True,True,True,2024-11-14 14:50:27.580966,2024-11-14 14:50:27.611285
dechet,False,5,B100019,True,True,True,True,2024-11-14 14:50:27.715235,2024-11-14 14:50:27.781339
conserve,True,95,S014003,True,True,False,False,2024-11-14 14:50:27.761928,2024-11-14 14:50:27.797984
bouteille_b,False,84,W004006,True,True,True,False,2024-11-14 14:50:27.811244,2024-11-14 14:50:27.855645
journal,False,235,B031068,True,True,True,True,2024-11-14 14:50:27.873674,2024-11-14 14:50:27.878733
dechet,False,69,T035099,True,True,False,False,2024-11-14 14:50:27.961358,2024-11-14 14:50:27.994673
canette,True,65,S030003,True,True,False,False,2024-11-14 14:50:28.063461,2024-11-14 14:50:28.100973
carton_petit,False,91,B072026,True,True,False,False,2024-11-14 14:50:28.154477,2024-11-14 14:50:28.188200
dechet,False,206,B064016,False,False,False,False,2024-11-14 14:50:28.239863,2024-11-14 14:50:28.326788
bouteille_b,False,62,W006001,True,True,True,False,2024-11-14 14:50:28.306961,2024-11-14 14:50:28.327929
carton_grand,False,359,B049012,False,False,False,False,2024-11-14 14:50:28.368496,2024-11-14 14:50:28.459107
bouteille_t,False,194,T045071,True,False,False,False,2024-11-14 14:50:28.459105,2024-11-14 14:50:28.491749
bouteille_t,False,45,T056088,True,False,False,False,2024-11-14 14:50:28.572945,2024-11-14 14:50:28.682761
dechet,False,60,W024021,True,False,False,False,2024-11-14 14:50:28.642457,2024-11-14 14:50:28.674888
canette,True,72,S016006,True,True,False,False,2024-11-14 14:50:28.696816,2024-11-14 14:50:28.750876
dechet,False,5,B094013,True,True,True,True,2024-11-14 14:50:28.822332,2024-11-14 14:50:28.918228
dechet,False,90,B012042,True,True,False,False,2024-11-14 14:50:28.885840,2024-11-14 14:50:28.926864
carton_grand,False,312,B121018,False,False,False,False,2024-11-14 14:50:29.037102,2024-11-14 14:50:29.134636
conserve,True,107,S029006,True,True,True,False,2024-11-14 14:50:29.136050,2024-11-14 14:50:29.186499
tetrapak,False,63,B066013,True,True,False,False,2024-11-14 14:50:29.231029,2024-11-14 14:50:29.261909
bouteille_b,False,163,W014002,True,False,False,False,2024-11-14 14:50:29.373764,2024-11-14 14:50:29.403668
yaourt,False,86,W028010,True,False,False,False,2024-11-14 14:50:29.445548,2024-11-14 14:50:29.465825
tetrapak,False,62,B065008,True,False,False,False,2024-11-14 14:50:29.539024,2024-11-14 14:50:29.558562
carton_petit,False,92,B100017,True,True,False,False,2024-11-14 14:50:29.664957,2024-11-14 14:50:29.693323
conserve,True,82,S009006,True,True,False,False,2024-11-14 14:50:29.697875,2024-11-14 14:50:29.759557
dechet,False,64,T050081,True,True,False,False,2024-11-14 14:50:29.825291,2024-11-14 14:50:29.856534
canette,True,64,S002004,True,True,False,False,2024-11-14 14:50:29.835257,2024-11-14 14:50:29.877564
bouteille_t,False,256,T064127,True,False,False,False,2024-11-14 14:50:29.963709,2024-11-14 14:50:29.994293
dechet,False,240,B027016,False,False,False,False,2024-11-14 14:50:29.999764,2024-11-14 14:50:30.054234
conserve,True,121,S031004,True,True,False,False,2024-11-14 14:50:30.104914,2024-11-14 14:50:30.150643
carton_grand,False,198,B008020,True,True,True,True,2024-11-14 14:50:30.116030,2024-11-14 14:50:30.118671
bouteille_b,False,174,W010004,True,True,False,False,2024-11-14 14:50:30.216244,2024-11-14 14:50:30.254472
dechet,False,52,T070049,True,True,False,False,2024-11-14 14:50:30.392032,2024-11-14 14:50:30.426890
conserve,True,54,S033005,True,True,False,False,2024-11-14 14:50:30.503732,2024-11-14 14:50:30.544012
canette,True,69,S035006,True,True,True,False,2024-11-14 14:50:30.620601,2024-11-14 14:50:30.658697
carton_grand,False,408,B075011,False,False,False,False,2024-11-14 14:50:30.714980,2024-11-14 14:50:30.790502
dechet,False,91,T038068,True,True,False,False,2024-11-14 14:50:30.810415,2024-11-14 14:50:30.837481
canette,True,55,S040005,True,False,False,False,2024-11-14 14:50:30.946892,2024-11-14 14:50:31.005423
dechet,False,70,W048012,True,False,False,False,2024-11-14 14:50:31.084185,2024-11-14 14:50:31.111993
tetrapak,False,67,B091012,True,True,False,False,2024-11-14 14:50:31.214246,2024-11-14 14:50:31.249246
bouteille_t,False,243,T034100,True,False,False,False,2024-11-14 14:50:31.283001,2024-11-14 14:50:31.324646
carton_petit,False,97,B074007,True,True,False,False,2024-11-14 14:50:31.375949,2024-11-14 14:50:31.417083
conserve,True,109,S031004,True,True,False,False,2024-11-14 14:50:31.480693,2024-11-14 14:50:31.534048
carton_petit,False,86,B107021,True,True,False,False,2024-11-14 14:50:31.614892,2024-11-14 14:50:31.658546
dechet,False,113,B008066,True,True,False,False,2024-11-14 14:50:31.656167,2024-11-14 14:50:31.706597
dechet,False,36,W021017,True,False,False,False,2024-11-14 14:50:31.716188,2024-11-14 14:50:31.746187
canette,True,72,S018005,True,True,False,False,2024-11-14 14:50:31.777019,2024-11-14 14:50:31.807186
dechet,False,74,T038065,True,True,False,False,2024-11-14 14:50:31.872157,2024-11-14 14:50:31.911116
dechet,False,62,W050010,True,False,False,False,2024-11-14 14:50:32.015239,2024-11-14 14:50:32.050017
yaourt,False,55,W031007,True,False,False,False,2024-11-14 14:50:32.093910,2024-11-14 14:50:32.116444
canette,True,79,S028005,True,False,False,False,2024-11-14 14:50:32.189216,2024-11-14 14:50:32.217917
dechet,False,89,T037078,True,False,False,False,2024-11-14 14:50:32.282141,2024-11-14 14:50:32.330300
carton_grand,False,4,B069016,True,True,True,True,2024-11-14 14:50:32.368749,2024-11-14 14:50:32.459122
yaourt,False,64,W024005,True,False,False,False,2024-11-14 14:50:32.429746,2024-11-14 14:50:32.450795
bouteille_b,False,97,W009006,True,True,True,True,2024-11-14 14:50:32.529189,2024-11-14 14:50:32.567547
carton_petit,False,89,B056027,True,True,False,False,2024-11-14 14:50:32.599701,2024-11-14 14:50:32.641699
canette,True,73,S036004,True,False,False,False,2024-11-14 14:50:32.721193,2024-11-14 14:50:32.777896
dechet,False,155,B096019,False,False,False,False,2024-11-14 14:50:32.849314,2024-11-14 14:50:32.951192
carton_grand,False,392,B080014,False,False,False,False,2024-11-14 14:50:32.949781,2024-11-14 14:50:33.045238
carton_petit,False,104,B079013,True,True,True,False,2024-11-14 14:50:33.048678,2024-11-14 14:50:33.067211
carton_petit,False,84,B088018,True,False,False,False,2024-11-14 14:50:33.158993,2024-11-14 14:50:33.203488
conserve,True,105,S039004,True,True,False,False,2024-11-14 14:50:33.289165,2024-11-14 14:50:33.330574
dechet,False,203,B080014,True,True,True,True,2024-11-14 14:50:33.396847,2024-11-14 14:50:33.399340
dechet,False,111,B015010,True,True,True,False,2024-11-14 14:50:33.474323,2024-11-14 14:50:33.501660
dechet,False,5,B069018,True,True,True,True,2024-11-14 14:50:33.567035,2024-11-14 14:50:33.671128
carton_petit,False,84,B082016,True,True,False,False,2024-11-14 14:50:33.669819,2024-11-14 14:50:33.714083
bouteille_t,False,178,T055099,True,False,False,False,2024-11-14 14:50:33.781524,2024-11-14 14:50:33.812243
dechet,False,62,W031014,True,True,False,False,2024-11-14 14:50:33.872410,2024-11-14 14:50:33.904724
dechet,False,77,B021058,True,True,False,False,2024-11-14 14:50:33.980188,2024-11-14 14:50:34.019900
canette,True,75,S036006,True,True,False,False,2024-11-14 14:50:34.100370,2024-11-14 14:50:34.124281
bouteille_t,False,124,T039102,True,False,False,False,2024-11-14 14:50:34.179029,2024-11-14 14:50:34.200792
bouteille_t,False,75,T028087,True,True,True,False,2024-11-14 14:50:34.236100,2024-11-14 14:50:34.263298
journal,False,10,B038050,True,True,True,True,2024-11-14 14:50:34.313130,2024-11-14 14:50:34.496326
canette,True,75,S016007,True,True,False,False,2024-11-14 14:50:34.367579,2024-11-14 14:50:34.395090
carton_petit,False,94,B021020,True,True,False,False,2024-11-14 14:50:34.394099,2024-11-14 14:50:34.411343
carton_petit,False,121,B101012,True,True,False,False,2024-11-14 14:50:34.520603,2024-11-14 14:50:34.564290
yaourt,False,64,W036012,True,False,False,False,2024-11-14 14:50:34.610988,2024-11-14 14:50:34.636795
canette,True,90,S044003,True,False,False,False,2024-11-14 14:50:34.760415,2024-11-14 14:50:34.799860
bouteille_b,False,48,W007004,True,False,False,False,2024-11-14 14:50:34.833015,2024-11-14 14:50:34.897739
dechet,False,244,B077022,True,True,True,True,2024-11-14 14:50:34.936565,2024-11-14 14:50:34.939216
canette,True,53,S037006,True,False,False,False,2024-11-14 14:50:35.061164,2024-11-14 14:50:35.100378
conserve,True,119,S019005,True,True,False,False,2024-11-14 14:50:35.124814,2024-11-14 14:50:35.167851
canette,True,82,S033005,True,True,False,False,2024-11-14 14:50:35.235873,2024-11-14 14:50:35.273204
bouteille_t,False,64,T063106,True,True,False,False,2024-11-14 14:50:35.363833,2024-11-14 14:50:35.439201
bouteille_t,False,53,T050079,True,True,True,False,2024-11-14 14:50:35.465306,2024-11-14 14:50:35.498505
bouteille_b,False,81,W002004,True,True,True,False,2024-11-14 14:50:35.492863,2024-11-14 14:50:35.525485
yaourt,False,47,W026009,True,False,False,False,2024-11-14 14:50:35.558558,2024-11-14 14:50:35.585299
canette,True,111,S023004,True,True,False,False,2024-11-14 14:50:35.636003,2024-11-14 14:50:35.663688
dechet,False,55,W044013,True,False,False,False,2024-11-14 14:50:35.761933,2024-11-14 14:50:35.796183
dechet,False,256,B017007,True,True,True,False,2024-11-14 14:50:35.785900,2024-11-14 14:50:35.788324
tetrapak,False,56,B076013,True,True,False,False,2024-11-14 14:50:35.894505,2024-11-14 14:50:35.916487
dechet,False,175,B079013,True,True,True,False,2024-11-14 14:50:36.000733,2024-11-14 14:50:36.003449
bouteille_b,False,69,W011005,True,True,False,False,2024-11-14 14:50:36.117515,2024-11-14 14:50:36.179168
carton_petit,False,86,B057016,True,True,False,False,2024-11-14 14:50:36.188969,2024-11-14 14:50:36.227764
tetrapak,False,48,B074011,True,False,False,False,2024-11-14 14:50:36.294946,2024-11-14 14:50:36.314914
dechet,False,91,B021035,True,True,False,False,2024-11-14 14:50:36.402266,2024-11-14 14:50:36.451117
tetrapak,False,46,B088011,True,False,False,False,2024-11-14 14:50:36.529382,2024-11-14 14:50:36.561128
yaourt,False,57,W038011,False,False,False,False,2024-11-14 14:50:36.625404,2024-11-14 14:50:36.660245
journal,False,11,B062058,True,True,True,True,2024-11-14 14:50:36.751402,2024-11-14 14:50:36.921057
conserve,True,72,S041005,True,True,False,False,2024-11-14 14:50:36.891324,2024-11-14 14:50:36.930203
carton_petit,False,117,B077019,True,True,False,False,2024-11-14 14:50:36.987709,2024-11-14 14:50:37.025652
yaourt,False,50,W071014,True,False,False,False,2024-11-14 14:50:37.167088,2024-11-14 14:50:37.207803
canette,True,56,S039005,True,False,False,False,2024-11-14 14:50:37.298574,2024-11-14 14:50:37.354100
conserve,True,76,S015007,True,True,False,False,2024-11-14 14:50:37.348971,2024-11-14 14:50:37.392587
carton_grand,False,4,B092025,True,True,True,True,2024-11-14 14:50:37.464081,2024-11-14 14:50:37.581977
dechet,False,72,W042017,True,False,False,False,2024-11-14 14:50:37.584784,2024-11-14 14:50:37.606991
carton_petit,False,58,B066028,True,True,False,False,2024-11-14 14:50:37.668513,2024-11-14 14:50:37.697711
dechet,False,156,B100018,False,False,False,False,2024-11-14 14:50:37.802218,2024-11-14 14:50:37.902422
tetrapak,False,57,B053008,True,False,False,False,2024-11-14 14:50:37.878897,2024-11-14 14:50:37.904108
tetrapak,False,48,B072011,False,False,False,False,2024-11-14 14:50:37.982606,2024-11-14 14:50:38.027131
bouteille_b,False,152,W015003,True,False,False,False,2024-11-14 14:50:38.138566,2024-11-14 14:50:38.165286
dechet,False,226,B099023,False,False,False,False,2024-11-14 14:50:38.270644,2024-11-14 14:50:38.361161
carton_grand,False,5,B075013,True,True,True,False,2024-11-14 14:50:38.364756,2024-11-14 14:50:38.516078
conserve,True,102,S019003,True,True,True,False,2024-11-14 14:50:38.429899,2024-11-14 14:50:38.487866
carton_grand,False,4,B083026,True,True,True,True,2024-11-14 14:50:38.534393,2024-11-14 14:50:38.637706
dechet,False,169,B061017,False,False,False,False,2024-11-14 14:50:38.616163,2024-11-14 14:50:38.735677
carton_petit,False,93,B128004,True,True,False,False,2024-11-14 14:50:38.776994,2024-11-14 14:50:38.799241
carton_grand,False,388,B098012,False,False,False,False,2024-11-14 14:50:38.900216,2024-11-14 14:50:39.025444
bouteille_b,False,93,W004003,True,False,False,False,2024-11-14 14:50:38.940648,2024-11-14 14:50:39.022871
carton_petit,False,122,B043016,True,True,True,False,2024-11-14 14:50:38.995127,2024-11-14 14:50:39.036334
yaourt,False,42,W039010,True,False,False,False,2024-11-14 14:50:39.094544,2024-11-14 14:50:39.126135
dechet,False,115,B011062,True,True,False,False,2024-11-14 14:50:39.152485,2024-11-14 14:50:39.187285
conserve,True,68,S029005,True,True,False,False,2024-11-14 14:50:39.251560,2024-11-14 14:50:39.294559
dechet,False,115,B011053,True,False,False,False,2024-11-14 14:50:39.308144,2024-11-14 14:50:39.355575
journal,False,6,B067072,True,True,True,True,2024-11-14 14:50:39.442362,2024-11-14 14:50:39.641962
dechet,False,69,W046015,True,False,False,False,2024-11-14 14:50:39.574881,2024-11-14 14:50:39.605770
bouteille_b,False,56,W012005,True,True,False,False,2024-11-14 14:50:39.698132,2024-11-14 14:50:39.770728
bouteille_t,False,212,T072075,False,False,False,False,2024-11-14 14:50:39.843828,2024-11-14 14:50:39.871658
yaourt,False,42,W035009,True,False,False,False,2024-11-14 14:50:39.932173,2024-11-14 14:50:39.948647
dechet,False,42,T043080,True,False,False,False,2024-11-14 14:50:40.041994,2024-11-14 14:50:40.094866
bouteille_b,False,62,W012004,True,True,False,False,2024-11-14 14:50:40.168834,2024-11-14 14:50:40.241228
bouteille_b,False,74,W011002,True,True,False,False,2024-11-14 14:50:40.280834,2024-11-14 14:50:40.360119
canette,True,87,S027006,True,True,False,False,2024-11-14 14:50:40.373972,2024-11-14 14:50:40.401968
dechet,False,62,W045013,True,True,False,False,2024-11-14 14:50:40.504416,2024-11-14 14:50:40.526137
journal,False,423,B046045,True,True,True,True,2024-11-14 14:50:40.598353,2024-11-14 14:50:40.603216
dechet,False,55,W029023,True,False,False,False,2024-11-14 14:50:40.683422,2024-11-14 14:50:40.706345
dechet,False,96,B019023,True,True,True,False,2024-11-14 14:50:40.778443,2024-11-14 14:50:40.807977
conserve,True,70,S028006,True,True,True,False,2024-11-14 14:50:40.872433,2024-11-14 14:50:40.917275
carton_grand,False,264,B082015,False,False,False,False,2024-11-14 14:50:40.975612,2024-11-14 14:50:41.063543
dechet,False,53,B014055,True,True,False,False,2024-11-14 14:50:41.049433,2024-11-14 14:50:41.095950
yaourt,False,48,W056006,True,True,False,False,2024-11-14 14:50:41.190886,2024-11-14 14:50:41.210529
tetrapak,False,40,B055007,True,False,False,False,2024-11-14 14:50:41.270401,2024-11-14 14:50:41.299500
bouteille_b,False,189,W008003,True,False,False,False,2024-11-14 14:50:41.355850,2024-11-14 14:50:41.380343
journal,False,307,B033060,False,False,False,False,2024-11-14 14:50:41.423701,2024-11-14 14:50:41.573339
tetrapak,False,60,B052009,True,False,False,False,2024-11-14 14:50:41.499300,2024-11-14 14:50:41.520053
carton_petit,False,98,B082007,True,False,False,False,2024-11-14 14:50:41.602093,2024-11-14 14:50:41.646681
journal,False,394,B038045,False,False,False,False,2024-11-14 14:50:41.678513,2024-11-14 14:50:41.805830
dechet,False,95,B025027,True,True,True,False,2024-11-14 14:50:41.808175,2024-11-14 14:50:41.839590
carton_grand,False,266,B094019,False,False,False,False,2024-11-14 14:50:41.926319,2024-11-14 14:50:42.015244
canette,True,55,S017006,True,True,True,False,2024-11-14 14:50:41.983812,2024-11-14 14:50:42.006261
journal,False,196,B036043,False,False,False,False,2024-11-14 14:50:42.055912,2024-11-14 14:50:42.238001
bouteille_t,False,221,T061093,True,True,False,False,2024-11-14 14:50:42.179314,2024-11-14 14:50:42.213166
carton_petit,False,47,B073026,True,True,False,False,2024-11-14 14:50:42.270800,2024-11-14 14:50:42.308130
dechet,False,106,B019046,True,True,False,False,2024-11-14 14:50:42.370753,2024-11-14 14:50:42.434554
bouteille_t,False,53,T053083,False,False,False,False,2024-11-14 14:50:42.477398,2024-11-14 14:50:42.610928
dechet,False,4,B124008,True,True,True,False,2024-11-14 14:50:42.643404,2024-11-14 14:50:42.709684
dechet,False,114,B020039,True,True,False,False,2024-11-14 14:50:42.744744,2024-11-14 14:50:42.781119
yaourt,False,40,W038007,True,False,False,False,2024-11-14 14:50:42.840108,2024-11-14 14:50:42.867959
bouteille_b,False,70,W014004,True,True,True,False,2024-11-14 14:50:42.986808,2024-11-14 14:50:43.019154
carton_grand,False,203,B130010,True,True,True,True,2024-11-14 14:50:43.149713,2024-11-14 14:50:43.152030
conserve,True,103,S030006,True,True,True,False,2024-11-14 14:50:43.252891,2024-11-14 14:50:43.304040
canette,True,70,S012006,True,True,False,False,2024-11-14 14:50:43.294709,2024-11-14 14:50:43.329971
bouteille_b,False,42,W006004,True,False,False,False,2024-11-14 14:50:43.356350,2024-11-14 14:50:43.450979
dechet,False,59,W054012,True,True,False,False,2024-11-14 14:50:43.511138,2024-11-14 14:50:43.530087
bouteille_t,False,221,T039114,True,True,False,False,2024-11-14 14:50:43.589637,2024-11-14 14:50:43.617071
dechet,False,58,W024014,True,False,False,False,2024-11-14 14:50:43.660688,2024-11-14 14:50:43.673303
dechet,False,184,B114018,False,False,False,False,2024-11-14 14:50:43.813175,2024-11-14 14:50:43.919060
dechet,False,106,B017064,True,True,True,False,2024-11-14 14:50:43.901527,2024-11-14 14:50:43.929373
carton_grand,False,3,B107015,True,True,True,True,2024-11-14 14:50:44.035401,2024-11-14 14:50:44.127863
dechet,False,44,W016017,True,False,False,False,2024-11-14 14:50:44.083792,2024-11-14 14:50:44.111792
tetrapak,False,54,B058011,True,True,False,False,2024-11-14 14:50:44.167431,2024-11-14 14:50:44.186769
carton_grand,False,207,B094010,True,True,True,True,2024-11-14 14:50:44.285196,2024-11-14 14:50:44.287500
canette,True,70,S035003,True,True,False,False,2024-11-14 14:50:44.404363,2024-11-14 14:50:44.439625
tetrapak,False,59,B064008,True,False,False,False,2024-11-14 14:50:44.496259,2024-11-14 14:50:44.521561
carton_petit,False,116,B069009,True,True,False,False,2024-11-14 14:50:44.582517,2024-11-14 14:50:44.620368
dechet,False,76,W055018,True,False,False,False,2024-11-14 14:50:44.740697,2024-11-14 14:50:44.760352
dechet,False,66,T048063,True,True,False,False,2024-11-14 14:50:44.860763,2024-11-14 14:50:44.898150
yaourt,False,60,W040008,True,False,False,False,2024-11-14 14:50:44.963153,2024-11-14 14:50:44.995322
conserve,True,105,S028005,True,True,True,False,2024-11-14 14:50:45.057561,2024-11-14 14:50:45.102605
tetrapak,False,73,B058005,True,False,False,False,2024-11-14 14:50:45.140507,2024-11-14 14:50:45.165828
dechet,False,55,W027016,True,False,False,False,2024-11-14 14:50:45.218708,2024-11-14 14:50:45.248010
dechet,False,41,W047016,True,False,False,False,2024-11-14 14:50:45.354740,2024-11-14 14:50:45.371606
bouteille_b,False,79,W009006,True,True,False,False,2024-11-14 14:50:45.449021,2024-11-14 14:50:45.515523
dechet,False,159,B050014,True,True,True,True,2024-11-14 14:50:45.515788,2024-11-14 14:50:45.518285
carton_grand,False,230,B099017,True,True,True,False,2024-11-14 14:50:45.640644,2024-11-14 14:50:45.643251
bouteille_b,False,185,W007005,True,True,False,False,2024-11-14 14:50:45.716875,2024-11-14 14:50:45.760478
tetrapak,False,56,B068011,True,True,False,False,2024-11-14 14:50:45.814774,2024-11-14 14:50:45.851772
dechet,False,206,B122022,False,False,False,False,2024-11-14 14:50:45.978220,2024-11-14 14:50:46.070326
dechet,False,111,T053074,True,True,False,False,2024-11-14 14:50:46.111774,2024-11-14 14:50:46.149912
journal,False,371,B070071,True,True,True,True,2024-11-14 14:50:46.253712,2024-11-14 14:50:46.259285
journal,False,349,B026062,False,False,False,False,2024-11-14 14:50:46.307685,2024-11-14 14:50:46.493970
canette,True,79,S035003,True,False,False,False,2024-11-14 14:50:46.425902,2024-11-14 14:50:46.468141
dechet,False,95,T032067,True,True,False,False,2024-11-14 14:50:46.506632,2024-11-14 14:50:46.533058
dechet,False,128,B086007,True,True,True,True,2024-11-14 14:50:46.621429,2024-11-14 14:50:46.624506
dechet,False,82,T049091,True,True,False,False,2024-11-14 14:50:46.745596,2024-11-14 14:50:46.774043
carton_petit,False,120,B054018,True,False,False,False,2024-11-14 14:50:46.813608,2024-11-14 14:50:46.843153
dechet,False,119,B021051,True,True,False,False,2024-11-14 14:50:46.920250,2024-11-14 14:50:46.965137
conserve,True,122,S027009,True,True,False,False,2024-11-14 14:50:47.013409,2024-11-14 14:50:47.038426
bouteille_t,False,168,T058103,True,False,False,False,2024-11-14 14:50:47.130721,2024-11-14 14:50:47.160119
dechet,False,57,W047013,True,False,False,False,2024-11-14 14:50:47.267512,2024-11-14 14:50:47.290376
dechet,False,239,B058014,True,True,True,False,2024-11-14 14:50:47.345498,2024-11-14 14:50:47.347380
dechet,False,100,B021040,True,True,False,False,2024-11-14 14:50:47.452635,2024-11-14 14:50:47.493850
bouteille_b,False,185,W006006,True,False,False,False,2024-11-14 14:50:47.518551,2024-11-14 14:50:47.548417
carton_grand,False,278,B104011,True,True,True,True,2024-11-14 14:50:47.649434,2024-11-14 14:50:47.652651
carton_grand,False,269,B089016,False,False,False,False,2024-11-14 14:50:47.761289,2024-11-14 14:50:47.832491
dechet,False,73,T041058,True,True,False,False,2024-11-14 14:50:47.865439,2024-11-14 14:50:47.892963
bouteille_t,False,48,T047105,True,False,False,False,2024-11-14 14:50:47.960791,2024-11-14 14:50:48.056115
dechet,False,4,B096015,True,True,True,False,2024-11-14 14:50:48.089187,2024-11-14 14:50:48.184062
carton_grand,False,4,B071016,True,True,True,True,2024-11-14 14:50:48.178458,2024-11-14 14:50:48.274786
journal,False,6,B058035,True,True,True,True,2024-11-14 14:50:48.296364,2024-11-14 14:50:48.396702
conserve,True,84,S023006,True,True,True,False,2024-11-14 14:50:48.375941,2024-11-14 14:50:48.424293
dechet,False,64,T029049,True,False,False,False,2024-11-14 14:50:48.448571,2024-11-14 14:50:48.480289
conserve,True,93,S024007,True,True,True,False,2024-11-14 14:50:48.529543,2024-11-14 14:50:48.571904
dechet,False,241,B041008,True,True,True,False,2024-11-14 14:50:48.584958,2024-11-14 14:50:48.586878
yaourt,False,53,W032010,True,False,False,False,2024-11-14 14:50:48.666656,2024-11-14 14:50:48.702696
dechet,False,235,B068019,False,False,False,False,2024-11-14 14:50:48.758158,2024-11-14 14:50:48.851223
journal,False,10,B042085,True,True,True,True,2024-11-14 14:50:48.843980,2024-11-14 14:50:48.946866
canette,True,79,S041007,True,False,False,False,2024-11-14 14:50:48.980910,2024-11-14 14:50:49.036779
yaourt,False,37,W046013,True,False,False,False,2024-11-14 14:50:49.097476,2024-11-14 14:50:49.116777
bouteille_t,False,83,T044092,True,False,False,False,2024-11-14 14:50:49.186806,2024-11-14 14:50:49.279438
canette,True,76,S044003,True,True,False,False,2024-11-14 14:50:49.334755,2024-11-14 14:50:49.376474
dechet,False,63,T047076,True,True,False,False,2024-11-14 14:50:49.452900,2024-11-14 14:50:49.490193
journal,False,389,B049062,True,True,True,False,2024-11-14 14:50:49.552130,2024-11-14 14:50:49.556433
conserve,True,91,S014003,True,True,False,False,2024-11-14 14:50:49.599067,2024-11-14 14:50:49.632663
journal,False,447,B045060,False,False,False,False,2024-11-14 14:50:49.690600,2024-11-14 14:50:49.852394
bouteille_t,False,53,T050096,True,False,False,False,2024-11-14 14:50:49.791021,2024-11-14 14:50:49.857215
bouteille_b,False,69,W009003,True,False,False,False,2024-11-14 14:50:49.881202,2024-11-14 14:50:49.964662
yaourt,False,65,W036013,True,False,False,False,2024-11-14 14:50:49.972105,2024-11-14 14:50:50.005951
dechet,False,5,B044016,True,True,True,True,2024-11-14 14:50:50.031243,2024-11-14 14:50:50.132726
conserve,True,81,S032007,True,True,False,False,2024-11-14 14:50:50.140065,2024-11-14 14:50:50.164846
journal,False,309,B047083,True,True,True,True,2024-11-14 14:50:50.235375,2024-11-14 14:50:50.240187
bouteille_b,False,192,W006003,True,True,False,False,2024-11-14 14:50:50.300535,2024-11-14 14:50:50.332957
dechet,False,77,T022068,True,True,False,False,2024-11-14 14:50:50.357864,2024-11-14 14:50:50.387698
conserve,True,93,S030005,True,True,False,False,2024-11-14 14:50:50.458053,2024-11-14 14:50:50.491283
dechet,False,100,B025068,True,True,True,False,2024-11-14 14:50:50.583964,2024-11-14 14:50:50.621171
